Old_Locus,Locus,Info,log2FC,padj,TPM_BF,TPM_Ctrl,log2TPM_BF,log2TPM_Ctrl,protein_fam,Protein family LH,AOA conserved,AOA exclusive,Conserved,Conserved LH,Rank TPM
NMAR_RS00475,Nmar_0092,GDP-mannose dehydrogenase,-0.53,0.160729289,7.915465392,16.63663819,2.95,3.949430873,76G-FAM008181,Thaumi_prot_LH_FAM000387,N,Y,NM,NM,1416
NMAR_RS04145,Nmar_0775,hypothetical protein,-0.53,0.077358264,18.6940013,35.76432104,4.05,5.138940974,76G-FAM007943,Thaumi_prot_LH_FAM000487,Y,Y,NV+NF+NM,NV+NF+NM,940
NMAR_RS08340,Nmar_1557,histidinol-phosphate transaminase,-0.53,0.082340657,8.402946595,18.54330543,3.06,4.188104281,76G-FAM000264,Thaumi_prot_LH_FAM001180,N,Y,NV+NF+NM,NV+NF+NM,1384
NMAR_RS08165,Nmar_1523,P-II family nitrogen regulator,-0.53,0.012772631,322.7238923,404.2710067,8.13,8.636638329,76G-FAM001710_0,Thaumi_prot_LH_FAM001030_0,N,N,NV+NF+NM,NV+NF+NM,123
NMAR_RS08970,Nmar_1677,hypothetical protein,-0.53,0.231896676,2.638069686,6.143338621,1.31,2.573530373,76G-FAM008951,Thaumi_prot_LH_FAM002143,N,Y,NM,NM,1771
NMAR_RS09710,0,hypothetical protein,-0.53,0.672117592,4.119503453,6.178560572,1.58,#NUM!,#N/A,Thaumi_prot_LH_FAM001669,#N/A,#N/A,NA,NM,1643
NMAR_RS09940,0,scaffold protein involved in DNA repair,-0.54,0.559518527,5.419376912,10.32413744,#NUM!,3.168074833,#N/A,#N/A,#N/A,#N/A,NA,NA,1563
NMAR_RS06740,Nmar_1256,hypothetical protein,-0.54,0.113188089,8.120847394,16.63944951,2.88,4.005196086,76G-FAM008596,Thaumi_prot_LH_FAM002076,N,Y,NM,NM,1405
NMAR_RS04715,Nmar_0882,peptide chain release factor aRF-1,-0.54,0.033032628,7.871248871,13.56428602,2.93,3.756740941,76G-FAM000035,Thaumi_prot_LH_FAM000693,N,N,NV+NF+NM,NV+NF+NM,1418
NMAR_RS06395,Nmar_1189,hypothetical protein,-0.54,0.087019885,16.14072823,36.47366032,3.93,5.148590054,76G-FAM008297,Thaumi_prot_LH_FAM000334,N,Y,NM,NM,1025
NMAR_RS04265,Nmar_0797,50S ribosomal protein L5,-0.54,0.008901303,31.52720121,65.76706051,4.93,6.009985764,76G-FAM000579,Thaumi_prot_LH_FAM000472,Y,N,NV+NF+NM,NV+NF+NM,712
NMAR_RS02750,Nmar_0514,aldo/keto reductase,-0.54,0.006156849,20.9360091,43.26138823,4.35,5.411130837,76G-FAM005738,Thaumi_prot_LH_FAM000700,N,Y,NV+NF+NM,NV+NF+NM,882
NMAR_RS07645,Nmar_1430,hypothetical protein,-0.54,0.002620277,88.1896852,185.515602,6.42,7.522456072,76G-FAM000180,Thaumi_prot_LH_FAM001752,Y,N,NV+NF+NM,NV+NF+NM,355
NMAR_RS05030,0,hypothetical protein,-0.54,0.585071357,2.358788488,3.082513651,#NUM!,1.364593383,#N/A,Thaumi_prot_LH_FAM002003,#N/A,#N/A,NA,NM,1799
NMAR_RS03245,Nmar_0606,class I SAM-dependent DNA methyltransferase,-0.54,0.013529097,10.2339784,21.42897435,3.34,4.416668766,76G-FAM003807,Thaumi_prot_LH_FAM001905,N,N,NV+NM,NV+NM,1287
NMAR_RS02345,Nmar_0439,nucleotide-binding protein,-0.54,0.387849823,3.693523996,8.451581262,1.75,3.025352491,76G-FAM000744,Thaumi_prot_LH_FAM000009,N,N,NV+NF+NM,NV+NF+NM,1676
NMAR_RS03185,Nmar_0596,SRPBCC family protein,-0.54,0.053398311,20.51902497,42.74096794,4.29,5.371965933,76G-FAM007477,Thaumi_prot_LH_FAM000665,N,Y,NV+NF+NM,NV+NF+NM,890
NMAR_RS09365,Nmar_1751,tyrosine--tRNA ligase,-0.54,0.006507543,11.26222139,24.29612101,3.48,4.591512134,76G-FAM000851,Thaumi_prot_LH_FAM000788,N,N,NV+NF+NM,NV+NF+NM,1240
NMAR_RS01755,Nmar_0330,metal ABC transporter permease,-0.54,0.042328255,15.05625071,29.07266079,3.79,4.842142975,76G-FAM008574,Thaumi_prot_LH_FAM001856,N,Y,NM,NM,1072
NMAR_RS02350,Nmar_0440,NAD(+)/NADH kinase,-0.54,0.090805825,11.0958605,24.03348316,3.39,4.573820369,76G-FAM002988,Thaumi_prot_LH_FAM000746,Y,N,NV+NF+NM,NV+NF+NM,1251
NMAR_RS03800,0,hypothetical protein,-0.55,0.47627182,4.576695168,12.11921839,2.06,3.472706247,#N/A,Thaumi_prot_LH_FAM001930,#N/A,#N/A,NA,NM,1613
NMAR_RS05640,Nmar_1051,hypothetical protein,-0.56,0.274548084,3.141189847,7.302661408,1.65,2.760548893,76G-FAM008384,Thaumi_prot_LH_FAM002031,N,Y,NM,NM,1730
NMAR_RS04635,Nmar_0868,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB,-0.56,0.001381512,10.80537474,21.82980947,3.36,4.430390696,76G-FAM002931,Thaumi_prot_LH_FAM000140,N,N,NV+NF+NM,NV+NF+NM,1265
NMAR_RS02280,Nmar_0426,50S ribosomal protein L13,-0.56,0.025658112,45.53267105,91.96563088,5.42,6.443110467,76G-FAM000465,Thaumi_prot_LH_FAM000826,Y,N,NV+NF+NM,NV+NF+NM,565
NMAR_RS05665,Nmar_1056,uracil-DNA glycosylase,-0.56,0.547400997,0.845517553,1.945708418,-0.89,0.905350818,76G-FAM000950_0,Thaumi_prot_LH_FAM000390,Y,N,NV+NF+NM,NV+NF+NM,1921
NMAR_RS09425,Nmar_1764,hypothetical protein,-0.56,0.414516651,2.182708345,3.244116146,0.82,1.670870872,76G-FAM008153,Thaumi_prot_LH_FAM000172,N,Y,NM,NM,1809
NMAR_RS01040,Nmar_0200,hypothetical protein,-0.56,0.005537848,39.19318751,80.61678187,5.22,6.331654444,76G-FAM008303,Thaumi_prot_LH_FAM000010,N,Y,NM,NM,632
NMAR_RS05620,Nmar_1047,fibronectin type III domain-containing protein,-0.56,5.82E-06,57.41813788,117.4774643,5.8,6.871787722,76G-FAM008909,Thaumi_prot_LH_FAM002030,N,Y,NM,NM,488
NMAR_RS03945,Nmar_0737,DnaJ domain-containing protein,-0.56,0.401921111,2.762077815,4.754713801,1.13,2.010569031,76G-FAM008315,Thaumi_prot_LH_FAM001019,N,Y,NM,NM,1761
NMAR_RS00020,Nmar_0004,hypothetical protein,-0.56,0.010295841,63.16485729,135.6899118,5.97,7.059777298,76G-FAM008521,Thaumi_prot_LH_FAM001813,N,Y,NM,NM,455
NMAR_RS01515,Nmar_0286,NADH-quinone oxidoreductase subunit N,-0.56,0.001237608,81.08949616,165.9709857,6.3,7.370875461,76G-FAM000051_0,Thaumi_prot_LH_FAM000937,Y,N,NV+NF+NM,NV+NF+NM,376
NMAR_RS02385,Nmar_0447,hypothetical protein,-0.56,0.479469185,1.556981239,3.346050164,#NUM!,1.605905972,76G-FAM008484,Thaumi_prot_LH_FAM000603,N,Y,NV+NF+NM,NV+NF+NM,1861
NMAR_RS02730,Nmar_0510,glutamyl-tRNA reductase,-0.57,0.097413996,6.844637158,14.13180157,2.69,3.790562904,76G-FAM004905,Thaumi_prot_LH_FAM000771,Y,N,NV+NF+NM,NV+NF+NM,1473
NMAR_RS08495,Nmar_1587,Lrp/AsnC family transcriptional regulator,-0.57,0.054745798,14.24684314,28.99754807,3.79,4.853721975,76G-FAM000103_1,Thaumi_prot_LH_FAM000222,Y,N,NV+NF+NM,NV+NF+NM,1096
NMAR_RS00390,Nmar_0075,STT3 domain-containing protein,-0.57,0.00406211,12.13293109,23.79113043,3.48,4.563858121,76G-FAM002599,Thaumi_prot_LH_FAM001113,N,N,NV+NF+NM,NV+NF+NM,1195
NMAR_RS04450,Nmar_0833,threonine synthase,-0.57,0.003002886,13.28173826,27.50976386,3.66,4.778084186,76G-FAM000062_0,Thaumi_prot_LH_FAM000354,Y,N,NV+NF+NM,NV+NF+NM,1146
NMAR_RS07110,Nmar_1329,hypothetical protein,-0.58,0.009757195,36.53593795,80.99842915,5.16,6.319548182,76G-FAM008557,Thaumi_prot_LH_FAM002090,N,Y,NM,NM,660
NMAR_RS04250,Nmar_0794,50S ribosomal protein L6,-0.58,0.152768045,9.509975333,20.00586,3.11,4.240585541,76G-FAM000616,Thaumi_prot_LH_FAM000475,Y,N,NV+NF+NM,NV+NF+NM,1328
NMAR_RS06355,Nmar_1181,DsbA family protein,-0.58,0.010965742,23.58824587,47.70582336,4.43,5.564029155,76G-FAM004903_0,Thaumi_prot_LH_FAM000133_0,N,N,NV+NF+NM,NV+NF+NM,830
NMAR_RS04305,Nmar_0805,50S ribosomal protein L22,-0.58,0.045236783,25.28453965,54.71002704,4.53,5.736338118,76G-FAM000571,Thaumi_prot_LH_FAM000464,Y,N,NV+NF+NM,NV+NF+NM,804
NMAR_RS04655,0,hypothetical protein,-0.58,0.381017781,10.35199264,20.04622886,2.9,4.307724663,#N/A,Thaumi_prot_LH_FAM001974,#N/A,#N/A,NA,NM,1281
NMAR_RS06580,Nmar_1224,hypothetical protein,-0.58,0.050248808,12.40231505,23.02645225,3.62,4.501296032,76G-FAM002736,Thaumi_prot_LH_FAM000347,Y,N,NV+NF+NM,NV+NF+NM,1182
NMAR_RS01240,Nmar_0236,histidine--tRNA ligase,-0.58,0.021028426,13.48738591,26.03218639,3.71,4.661957211,76G-FAM000012,Thaumi_prot_LH_FAM000967,N,N,NV+NF+NM,NV+NF+NM,1132
NMAR_RS05595,Nmar_1042,hypothetical protein,-0.58,0.082656939,42.2693893,85.49851358,5.19,6.381540554,76G-FAM007496,Thaumi_prot_LH_FAM000572,N,Y,NM,NV+NM,589
NMAR_RS07655,Nmar_1432,histone,-0.58,0.139981783,73.61700664,47.98957338,5.71,5.533415475,76G-FAM000859,Thaumi_prot_LH_FAM000036,Y,N,NV+NF+NM,NV+NF+NM,402
NMAR_RS01760,Nmar_0331,metal ABC transporter permease,-0.58,0.009445334,11.2690875,22.22359051,3.37,4.468557716,76G-FAM008575,Thaumi_prot_LH_FAM001857,N,Y,NM,NM,1238
NMAR_RS05265,Nmar_0983,hypothetical protein,-0.58,0.123279672,7.19684405,16.80666287,2.75,4.040194782,76G-FAM007518,Thaumi_prot_LH_FAM000727,N,Y,NV+NF+NM,NV+NF+NM,1451
NMAR_RS09785,0,hypothetical protein,-0.58,0.303701344,13.65790607,27.43203077,3.35,4.742197108,#N/A,Thaumi_prot_LH_FAM002065,#N/A,#N/A,NA,NV+NM,1122
NMAR_RS04965,Nmar_0927,hypothetical protein,-0.58,0.552868438,3.586615278,5.945532944,1.65,2.538120975,76G-FAM008387,Thaumi_prot_LH_FAM000149,N,Y,NV+NM,NV+NM,1688
NMAR_RS00780,0,TIM barrel protein,-0.58,0.18476511,3.556864874,7.157413269,1.7,2.819963686,#N/A,Thaumi_prot_LH_FAM001835,#N/A,#N/A,NA,NM,1693
NMAR_RS08110,Nmar_1512,30S ribosomal protein S3ae,-0.58,2.22E-05,85.98009707,182.9273391,6.39,7.491130265,76G-FAM000232,Thaumi_prot_LH_FAM000065,Y,N,NV+NF+NM,NV+NF+NM,359
NMAR_RS00795,Nmar_0154,sulfatase-like hydrolase/transferase,-0.58,0.121048332,2.396180453,5.328137744,1.25,2.397789698,76G-FAM008878,Thaumi_prot_LH_FAM001836,N,Y,NM,NM,1794
NMAR_RS02920,Nmar_0545,prephenate dehydrogenase/arogenate dehydrogenase family protein,-0.58,0.003597947,34.61034574,74.50234925,5.04,6.18362254,76G-FAM008247,Thaumi_prot_LH_FAM000128,N,Y,NV+NM,NV+NM,677
NMAR_RS03610,Nmar_0674,universal stress protein,-0.58,0.539123345,1.843424833,3.618386977,0.1,1.732380799,76G-FAM001480_0,Thaumi_prot_LH_FAM000499_0,N,N,NV+NF+NM,NV+NF+NM,1837
NMAR_RS05790,Nmar_1081,hypothetical protein,-0.59,0.000366491,124.398783,234.9116955,6.91,7.85192662,76G-FAM008431,Thaumi_prot_LH_FAM000415,N,Y,NV+NF+NM,NV+NF+NM,271
NMAR_RS00200,Nmar_0038,GTP cyclohydrolase I FolE,-0.59,6.37E-05,156.3776087,331.2499762,7.24,8.366975985,76G-FAM005803,Thaumi_prot_LH_FAM001077,N,Y,NV+NF+NM,NV+NF+NM,221
NMAR_RS02790,Nmar_0522,chromosome segregation protein ScpA,-0.59,0.04385323,11.67710378,24.43305126,3.42,4.582574551,76G-FAM007636,Thaumi_prot_LH_FAM000773,Y,Y,NV+NF+NM,NV+NF+NM,1220
NMAR_RS00120,Nmar_0022,hemerythrin domain-containing protein,-0.59,0.412342065,1.965554914,5.03914718,0.69,2.268298314,76G-FAM007537,Thaumi_prot_LH_FAM001069,Y,Y,NV+NF+NM,NV+NF+NM,1827
NMAR_RS04960,Nmar_0926,threonine--tRNA ligase,-0.59,3.78E-06,28.2362272,59.86490093,4.79,5.894592513,76G-FAM000266,Thaumi_prot_LH_FAM000148,N,N,NV+NF+NM,NV+NF+NM,763
NMAR_RS06290,Nmar_1170,NAD(P)H-dependent oxidoreductase,-0.59,0.074408054,8.639162169,17.90970873,3.02,4.148803408,76G-FAM028473,Thaumi_prot_LH_FAM006589,N,Y,NM,NM,1369
NMAR_RS08940,Nmar_1671,lyase,-0.59,0.004080034,12.4908297,26.76476282,3.58,4.711191348,76G-FAM008291,Thaumi_prot_LH_FAM000343,N,Y,NM,NM,1177
NMAR_RS08400,Nmar_1568,hypothetical protein,-0.59,0.003365918,38.31904905,78.92442966,5.22,6.274896857,76G-FAM008119,Thaumi_prot_LH_FAM001168,N,Y,NM,NM,643
NMAR_RS02160,Nmar_0403,adenylate kinase,-0.59,0.0001021,50.98848929,110.5619744,5.63,6.776090597,76G-FAM000840,Thaumi_prot_LH_FAM000203,Y,N,NV+NF+NM,NV+NF+NM,530
NMAR_RS08510,Nmar_1590,hypothetical protein,-0.6,0.018042001,39.71786454,81.35205921,5.18,6.306820183,76G-FAM008123,Thaumi_prot_LH_FAM002131,N,Y,NM,NM,624
NMAR_RS00035,Nmar_0007,peptidylprolyl isomerase,-0.6,1.12E-05,28.47974582,58.01240498,4.8,5.853621332,76G-FAM008160,Thaumi_prot_LH_FAM001043,N,Y,NM,NM,761
NMAR_RS01115,Nmar_0213,hypothetical protein,-0.6,0.06726156,21.40311775,39.14024617,4.4,5.218380714,76G-FAM008489,Thaumi_prot_LH_FAM001846,N,Y,NV+NM,NV+NM,874
NMAR_RS03860,Nmar_0720,hypothetical protein,-0.6,0.295251476,6.155221043,12.16028213,2.33,3.564136774,76G-FAM008690,Thaumi_prot_LH_FAM000968,N,Y,NM,NM,1514
NMAR_RS04300,Nmar_0804,30S ribosomal protein S3,-0.6,0.000728571,49.02060917,105.0363163,5.52,6.682355419,76G-FAM000572,Thaumi_prot_LH_FAM000465,Y,N,NV+NF+NM,NV+NF+NM,544
NMAR_RS06155,Nmar_1145,thioredoxin family protein,-0.6,0.387849823,3.707723321,9.59106259,1.65,3.198280486,76G-FAM005355,Thaumi_prot_LH_FAM002052,N,Y,NM,NM,1674
NMAR_RS06025,Nmar_1125,50S ribosomal protein L40e,-0.6,0.030486982,54.25991455,121.0655318,5.72,6.860498503,76G-FAM000965,Thaumi_prot_LH_FAM000071,N,N,NV+NF+NM,NV+NF+NM,507
NMAR_RS00320,Nmar_0062,glycosyltransferase family 2 protein,-0.61,0.042328255,16.24766849,30.11304522,3.89,4.863849333,76G-FAM000824,Thaumi_prot_LH_FAM001096,N,N,NV+NF+NM,NV+NF+NM,1021
NMAR_RS08280,Nmar_1545,S8 family serine peptidase,-0.61,2.07E-05,13.96484183,29.5056223,3.75,4.877795287,76G-FAM007634,Thaumi_prot_LH_FAM001190,N,Y,NV+NM,NV+NM,1111
NMAR_RS09225,Nmar_1726,cell division protein SepF,-0.61,0.001847191,38.83054067,96.4099135,5.2,6.556991822,76G-FAM002726,Thaumi_prot_LH_FAM000828,Y,N,NV+NF+NM,NV+NF+NM,637
NMAR_RS09505,Nmar_1780,AAA family ATPase,-0.61,0.085137583,4.163830129,10.2465348,2.04,3.307998098,76G-FAM002289,Thaumi_prot_LH_FAM001059,Y,N,NV+NF+NM,NV+NF+NM,1639
NMAR_RS02560,Nmar_0477,hypothetical protein,-0.61,0.000167824,119.5063789,261.7775264,6.87,8.02465606,76G-FAM008717,Thaumi_prot_LH_FAM001885,N,Y,NM,NM,280
NMAR_RS03615,Nmar_0675,HPF/RaiA family ribosome-associated protein,-0.62,0.401425656,4.010295223,7.314662654,1.49,2.81585283,76G-FAM008701,Thaumi_prot_LH_FAM001922,N,Y,NM,NM,1646
NMAR_RS02440,Nmar_0457,hypothetical protein,-0.62,0.000247362,135.9722253,242.1544814,7,7.90506616,76G-FAM028434,Thaumi_prot_LH_FAM006548,N,Y,NM,NM,255
NMAR_RS06640,Nmar_1236,transcription elongation factor subunit Spt4,-0.62,0.100648264,13.27701018,26.98869029,3.67,4.734875586,76G-FAM000424,Thaumi_prot_LH_FAM000528,N,N,NV+NF+NM,NV+NF+NM,1147
NMAR_RS05585,Nmar_1040,fibronectin type III domain-containing protein,-0.62,3.25E-06,17.85597081,36.7832291,4.11,5.192614311,76G-FAM028457,Thaumi_prot_LH_FAM006571,N,Y,NM,NM,967
NMAR_RS08455,Nmar_1579,50S ribosomal protein L44e,-0.62,4.05E-07,208.7440395,451.9651382,7.66,8.804119616,76G-FAM000624,Thaumi_prot_LH_FAM001159,Y,N,NV+NF+NM,NV+NF+NM,180
NMAR_RS00605,Nmar_0116,glycosyltransferase family 4 protein,-0.62,0.031572723,10.16118489,20.2629596,3.29,4.289381976,76G-FAM001307,Thaumi_prot_LH_FAM000554,N,Y,NM,NM,1290
NMAR_RS03740,Nmar_0698,FAD-dependent thymidylate synthase,-0.62,0.053900446,2.894753093,5.161772534,1.45,2.30423881,76G-FAM007499,Thaumi_prot_LH_FAM000161,Y,Y,NV+NF+NM,NV+NF+NM,1750
NMAR_RS03090,0,hypothetical protein,-0.62,0.23121595,10.06452629,21.72725169,3.28,4.375491732,#N/A,Thaumi_prot_LH_FAM000618,#N/A,#N/A,NA,NM,1296
NMAR_RS01390,Nmar_0263,argininosuccinate lyase,-0.63,0.010969063,6.39813402,14.21438448,2.62,3.819556464,76G-FAM000343,Thaumi_prot_LH_FAM000948,Y,N,NV+NF+NM,NV+NF+NM,1502
NMAR_RS07460,Nmar_1392,fibrillarin-like rRNA/tRNA 2'-O-methyltransferase,-0.63,0.125313533,6.330281523,13.8258824,2.64,3.784038385,76G-FAM000285,Thaumi_prot_LH_FAM000369,N,N,NV+NF+NM,NV+NF+NM,1506
NMAR_RS00895,Nmar_0174,hypothetical protein,-0.63,0.033825911,22.05121111,46.08245552,4.34,5.482265762,76G-FAM008185,Thaumi_prot_LH_FAM001248,N,Y,NM,NM,859
NMAR_RS09350,Nmar_1749,hypothetical protein,-0.63,0.125520311,8.465316865,17.35137084,2.9,4.090456262,76G-FAM003559,Thaumi_prot_LH_FAM000789,Y,N,NV+NF+NM,NV+NF+NM,1378
NMAR_RS09200,Nmar_1721,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,-0.63,0.042328255,6.456069883,12.4602778,2.56,3.599249997,76G-FAM000537,Thaumi_prot_LH_FAM000832,N,N,NV+NM,NV+NF+NM,1499
NMAR_RS02845,Nmar_0532,tRNA pseudouridine(54/55) synthase Pus10,-0.63,0.233909702,1.213662919,2.644612701,0.22,1.38751017,76G-FAM002990,Thaumi_prot_LH_FAM000277,N,N,NV+NM,NV+NM,1895
NMAR_RS01510,Nmar_0285,NADH-quinone oxidoreductase subunit L,-0.63,0.000381987,64.96777959,140.2638641,5.98,7.128119956,76G-FAM000052,Thaumi_prot_LH_FAM000936,Y,N,NV+NF+NM,NV+NF+NM,447
NMAR_RS00295,Nmar_0057,"precorrin-6Y C5,15-methyltransferase (decarboxylating) subunit CbiT",-0.63,0.037383224,17.88077771,35.81323417,4.04,5.137370323,76G-FAM005622,Thaumi_prot_LH_FAM001098,N,Y,NV+NF+NM,NV+NF+NM,965
NMAR_RS01055,Nmar_0203,hypothetical protein,-0.63,0.138859872,7.673790878,16.94453698,2.78,4.050116811,76G-FAM003750,Thaumi_prot_LH_FAM001236,N,N,NV+NF+NM,NV+NF+NM,1431
NMAR_RS08840,Nmar_1654,metal ABC transporter ATP-binding protein,-0.64,0.233909702,3.170677942,5.957712938,1.34,2.526478387,76G-FAM000031_0,Thaumi_prot_LH_FAM000578,Y,N,NV+NF+NM,NV+NF+NM,1728
NMAR_RS03950,Nmar_0738,Lrp/AsnC family transcriptional regulator,-0.64,0.30814045,6.605050556,16.79927646,2.45,4.031539314,76G-FAM000103_0,Thaumi_prot_LH_FAM001020,Y,N,NV+NF+NM,NV+NM,1488
NMAR_RS02735,Nmar_0511,bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase,-0.64,0.228289466,5.326313581,11.21768385,2.11,3.31796685,76G-FAM003631,Thaumi_prot_LH_FAM000772,N,N,NV+NF+NM,NV+NF+NM,1570
NMAR_RS05770,Nmar_1077,nuclear transport factor 2 family protein,-0.64,0.109817545,12.9692112,22.53161827,3.64,4.42554093,76G-FAM000994,Thaumi_prot_LH_FAM001527,N,N,NV+NM,NV+NM,1163
NMAR_RS03080,Nmar_0576,pyridoxamine 5'-phosphate oxidase family protein,-0.64,0.132402455,5.544711175,11.27927805,2.28,3.476058394,76G-FAM008259,Thaumi_prot_LH_FAM000619,N,Y,NM,NM,1555
NMAR_RS00615,Nmar_0118,glycosyltransferase family 39 protein,-0.64,0.526418095,0.507485914,0.92441225,-1.8,-0.274444523,76G-FAM008869,Thaumi_prot_LH_FAM001820,N,Y,NM,NM,1941
NMAR_RS04895,Nmar_0914,indole-3-glycerol-phosphate synthase,-0.64,0.262718809,4.468712702,8.480174113,1.66,3.015411871,76G-FAM000926,Thaumi_prot_LH_FAM000688,Y,N,NV+NF+NM,NV+NF+NM,1621
NMAR_RS01150,Nmar_0219,hypothetical protein,-0.64,7.16E-05,70.43937081,158.4794102,6.07,7.295736682,76G-FAM008194,Thaumi_prot_LH_FAM001782,N,Y,NM,NM,415
NMAR_RS03805,Nmar_0709,nitroreductase family protein,-0.65,0.020189889,15.69553016,32.01212299,3.88,4.97549869,76G-FAM000660_0,Thaumi_prot_LH_FAM001931,N,N,NV+NF+NM,NV+NF+NM,1045
NMAR_RS00865,Nmar_0168,NAD-dependent epimerase/dehydratase family protein,-0.65,0.153815642,3.883747235,8.594439969,1.89,3.033199072,76G-FAM000004_0,Thaumi_prot_LH_FAM000555,N,N,NV+NF+NM,NV+NF+NM,1659
NMAR_RS00545,Nmar_0104,DUF5655 domain-containing protein,-0.65,0.50208322,6.785272281,4.140305815,2.6,1.925166795,76G-FAM008055,Thaumi_prot_LH_FAM001783,N,Y,NV+NF+NM,NV+NF+NM,1477
NMAR_RS03405,Nmar_0636,hypothetical protein,-0.65,0.407336235,3.194305802,5.920860253,1.35,2.436998386,76G-FAM008274,Thaumi_prot_LH_FAM000134,N,Y,NV+NF+NM,NV+NF+NM,1725
NMAR_RS07930,Nmar_1481,CBS domain-containing protein,-0.65,0.23121595,2.784757652,5.062113895,1.24,2.287556608,76G-FAM004796,Thaumi_prot_LH_FAM001028,N,N,NF+NM,NF+NM,1759
NMAR_RS00135,Nmar_0025,hypothetical protein,-0.65,0.266503203,9.550800991,18.1577601,2.92,4.10903397,76G-FAM008168,Thaumi_prot_LH_FAM001072,N,Y,NM,NM,1327
NMAR_RS08765,Nmar_1640,hypothetical protein,-0.66,0.014444981,4.395787551,9.874425437,2.09,3.272887302,76G-FAM008944,Thaumi_prot_LH_FAM002138,N,Y,NM,NM,1625
NMAR_RS00775,Nmar_0150,"GDP-mannose 4,6-dehydratase",-0.66,8.37E-06,38.68238006,85.34689661,5.23,6.407050666,76G-FAM003337,Thaumi_prot_LH_FAM001221,N,N,NM,NM,640
NMAR_RS01675,Nmar_0315,mevalonate kinase,-0.66,0.080051927,3.949221209,8.12698777,1.85,2.951647814,76G-FAM000435,Thaumi_prot_LH_FAM000895,Y,N,NV+NF+NM,NV+NF+NM,1651
NMAR_RS06425,Nmar_1194,hypothetical protein,-0.67,5.21E-05,50.35331195,107.0596076,5.56,6.736768875,76G-FAM008294,Thaumi_prot_LH_FAM000340,N,Y,NM,NM,533
NMAR_RS09470,Nmar_1773,mechanosensitive ion channel domain-containing protein,-0.67,8.53E-05,17.40955705,39.26555442,4.08,5.289840646,76G-FAM008156,Thaumi_prot_LH_FAM001064,N,Y,NM,NM,984
NMAR_RS03445,Nmar_0643,hypothetical protein,-0.67,0.796913551,2.411830876,4.324015707,#NUM!,#NUM!,76G-FAM007494,Thaumi_prot_LH_FAM000252,N,Y,NV+NF+NM,NV+NF+NM,1790
NMAR_RS08460,Nmar_1580,30S ribosomal protein S27e,-0.67,0.00036567,51.24513316,100.4011844,5.64,6.640537175,76G-FAM000625,Thaumi_prot_LH_FAM001790,N,N,NV+NF+NM,NV+NF+NM,528
NMAR_RS04360,Nmar_0816,Snf7 family protein,-0.68,1.84E-06,326.1946076,759.811094,8.34,9.545702821,76G-FAM000095_0,Thaumi_prot_LH_FAM000545,Y,N,NV+NF+NM,NV+NF+NM,121
NMAR_RS00850,Nmar_0165,glycosyltransferase family 2 protein,-0.68,0.018561492,8.169909479,17.26775579,2.94,4.090264839,76G-FAM002432,Thaumi_prot_LH_FAM001231,N,N,NV+NF+NM,NV+NF+NM,1402
NMAR_RS04460,Nmar_0835,hypothetical protein,-0.68,0.011420318,31.40552231,71.7439718,4.93,6.098461922,76G-FAM007529,Thaumi_prot_LH_FAM000384,N,Y,NV+NM,NV+NM,715
NMAR_RS03465,Nmar_0647,PAC2 family protein,-0.68,0.008455047,11.6539918,26.28898989,3.51,4.684719652,76G-FAM000419,Thaumi_prot_LH_FAM000251,N,Y,NV+NM,NV+NM,1221
NMAR_RS07320,Nmar_1364,hypothetical protein,-0.68,0.408653783,3.270745543,6.172920203,1.52,2.432958685,76G-FAM008585,Thaumi_prot_LH_FAM002105,N,Y,NM,NM,1718
NMAR_RS00785,0,N-acetylneuraminate synthase family protein,-0.68,0.113394817,4.18859463,9.383068178,1.7,3.189775112,#N/A,Thaumi_prot_LH_FAM001227,#N/A,#N/A,NA,NM,1635
NMAR_RS02240,Nmar_0418,hypothetical protein,-0.68,0.001189333,24.78873781,38.97313094,4.54,5.27628287,76G-FAM007568,Thaumi_prot_LH_FAM000188,Y,Y,NV+NF+NM,NV+NF+NM,812
NMAR_RS04455,Nmar_0834,hypothetical protein,-0.68,0.324801552,3.891766255,10.82316421,1.79,3.384226319,76G-FAM008353,Thaumi_prot_LH_FAM001964,N,Y,NM,NM,1657
NMAR_RS08430,Nmar_1574,hypothetical protein,-0.68,0.064870469,9.204175657,20.99045498,3.06,4.347659021,76G-FAM003537_0,Thaumi_prot_LH_FAM000040_0,Y,N,NV+NF+NM,NV+NF+NM,1346
NMAR_RS09195,Nmar_1720,3-methyl-2-oxobutanoate hydroxymethyltransferase,-0.68,0.01746092,6.937933237,14.97379406,2.76,3.887207832,76G-FAM001778,Thaumi_prot_LH_FAM000833,Y,N,NV+NF+NM,NV+NF+NM,1467
NMAR_RS04805,Nmar_0899,hypothetical protein,-0.69,0.401921111,3.421250092,10.94588024,1.38,3.369776589,76G-FAM008379,Thaumi_prot_LH_FAM001988,N,Y,NM,NM,1705
NMAR_RS05820,Nmar_1087,hypothetical protein,-0.69,0.010016275,4.929045271,11.12485038,2.22,3.455405079,76G-FAM008131,Thaumi_prot_LH_FAM001006,N,Y,NV+NM,NV+NM,1586
