Old_Locus,Locus,Info,log2FC,padj,TPM_BF,TPM_Ctrl,log2TPM_BF,log2TPM_Ctrl,protein_fam,Protein Family LH,AOA conserved,AOA exclusive,"Conserved NV,NF,NM",Conserved in Soil Strains,up in:,,,,,,,baseMean,lfcSE,stat,pvalue
NVIE_001750,NVIE_RS14680,protein of unknown function,-0.44,5.49E-04,26.29,43.67,4.7,5.45,#N/A,Thaumi_prot_LH_FAM003496,#N/A,#N/A,,,,,,,,,,1309.502528,0.118370864,-3.73754569,0.000185825
NVIE_002200,NVIE_RS14690,protein of unknown function,1.92,1.47E-03,3.34,1.06,1.57,-0.22,#N/A,Thaumi_prot_LH_FAM002808,#N/A,#N/A,,,,,,,,,,18.01671386,0.554931373,3.461684182,0.000536807
NVIE_003590,NVIE_RS14695,protein of unknown function,1.2,1.61E-14,606.85,327.2,9.22,8.35,#N/A,Thaumi_prot_LH_FAM002997,#N/A,#N/A,,,,,,,,,,2639.51069,0.149344824,8.007518706,1.17E-15
NVIE_004050,NVIE_RS14710,protein of unknown function,3.15,6.25E-10,11.26,1.56,3.19,0.48,#N/A,Thaumi_prot_LH_FAM002985,#N/A,#N/A,,,,,,,,,,50.45775815,0.484592575,6.506953672,7.67E-11
NVIE_0425,NVIE_RS14715,protein of unknown function,0.54,1.60E-01,16.57,13.82,3.84,3.73,#N/A,Thaumi_prot_LH_FAM002924,#N/A,#N/A,,,,,,,,,,125.0251924,0.332454588,1.625306212,0.104097329
NVIE_0733,NVIE_RS14740,hypothetical protein,1.18,8.62E-07,38.03,20.64,5.18,4.36,#N/A,Thaumi_prot_LH_FAM003571,#N/A,#N/A,,,,,,,,,,245.7452272,0.225147182,5.227830886,1.72E-07
NVIE_0750,NVIE_RS14750,hypothetical protein,-0.95,2.77E-01,0.67,1.63,#NUM!,0.42,#N/A,Thaumi_prot_LH_FAM008483,#N/A,#N/A,,,,,,,,,,10.46087699,0.739795888,-1.285705066,0.198546013
NVIE_0861,NVIE_RS14755,hypothetical protein,-0.27,3.28E-01,14.88,21.75,3.83,4.42,#N/A,Thaumi_prot_LH_FAM008486,#N/A,#N/A,,,,,,,,,,147.5257172,0.23033483,-1.169597103,0.242163144
NVIE_009560,NVIE_RS14765,hypothetical protein,3,1.22E-49,68.74,10.48,6.06,3.36,#N/A,Thaumi_prot_LH_FAM002943,#N/A,#N/A,,,,,,,,,,414.0151748,0.198457801,15.11247841,1.34E-51
NVIE_010390,NVIE_RS14770,protein of unknown function,-0.1,7.56E-01,14.47,19.04,3.77,4.25,#N/A,Thaumi_prot_LH_FAM008517,#N/A,#N/A,,,,,,,,,,106.7084835,0.247882953,-0.412370135,0.680068149
NVIE_1166,NVIE_RS14775,protein of unknown function,-0.73,2.49E-09,114.66,232.41,6.82,7.85,#N/A,Thaumi_prot_LH_FAM003628,#N/A,#N/A,,,,,,,,,,1504.941298,0.116804122,-6.281522386,3.35E-10
NVIE_1383,NVIE_RS14790,GRAM domain-containing protein,-0.16,3.11E-01,152.76,209.99,7.23,7.71,#N/A,Thaumi_prot_LH_FAM001255,#N/A,#N/A,,,,,,,,,,2377.048346,0.136310622,-1.207078982,0.227401728
NVIE_015620,NVIE_RS14800,hypothetical protein,-0.31,3.52E-02,142.93,216.11,7.14,7.75,#N/A,Thaumi_prot_LH_FAM008567,#N/A,#N/A,,,,,,,,,,1516.437622,0.130308281,-2.352618507,0.018641749
NVIE_015760,NVIE_RS14810,exported protein of unknown function,-0.03,8.89E-01,16.13,20.28,4,4.33,#N/A,Thaumi_prot_LH_FAM008569,#N/A,#N/A,,,,,,,,,,525.2506824,0.142893544,-0.195322985,0.845140104
NVIE_015950,NVIE_RS14815,conserved protein of unknown function,-0.18,6.08E-01,4.5,6.19,2.15,2.62,#N/A,Thaumi_prot_LH_FAM008575,#N/A,#N/A,,,,,,,,,,39.97075177,0.282649741,-0.644177044,0.519460635
NVIE_016540,NVIE_RS14820,hypothetical protein,0.16,5.26E-01,15.41,16.8,3.92,4.06,#N/A,Thaumi_prot_LH_FAM008581,#N/A,#N/A,,,,,,,,,,107.749669,0.205450022,0.790870047,0.429019829
NVIE_018150,NVIE_RS14830,methionine sulfoxide reductase B,-0.63,2.18E-10,67.7,128.26,6.08,7,#N/A,Thaumi_prot_LH_FAM000160,#N/A,#N/A,,,,,,,,,,1673.690071,0.094157707,-6.674114123,2.49E-11
NVIE_018160,NVIE_RS14835,peptide methionine sulfoxide reductase,-0.74,5.12E-08,74.94,153.17,6.21,7.25,#N/A,Thaumi_prot_LH_FAM000717,#N/A,#N/A,,,,,,,,,,2540.140659,0.129164646,-5.760853414,8.37E-09
NVIE_018770,NVIE_RS14850,protein of unknown function,-0.32,4.51E-02,187.07,284.97,7.53,8.14,#N/A,Thaumi_prot_LH_FAM008597,#N/A,#N/A,,,,,,,,,,1788.766794,0.143751394,-2.249336312,0.024491107
NVIE_019770,NVIE_RS14865,exported protein of unknown function,0.24,1.22E-01,96.37,100.53,6.58,6.64,#N/A,Thaumi_prot_LH_FAM003753,#N/A,#N/A,,,,,,,,,,2611.658098,0.133832331,1.774167969,0.076035371
NVIE_020100,NVIE_RS14880,protein of unknown function,1.69,6.59E-21,250.79,95.97,7.93,6.57,#N/A,Thaumi_prot_LH_FAM008622,#N/A,#N/A,,,,,,,,,,6465.96042,0.173670189,9.71468534,2.61E-22
NVIE_020110,NVIE_RS14885,protein of unknown function,0.29,1.59E-01,60.79,61.03,5.89,5.91,#N/A,Thaumi_prot_LH_FAM003067,#N/A,#N/A,,,,,,,,,,508.647528,0.176669154,1.629962743,0.103109372
NVIE_020390,NVIE_RS14890,putative helix-turn-helix domain-containing protein,-0.62,4.96E-08,784.65,1476.7,9.61,10.52,#N/A,Thaumi_prot_LH_FAM002501,#N/A,#N/A,,,,,,,,,,17260.41147,0.107742023,-5.767157316,8.06E-09
NVIE_020550,NVIE_RS14895,exported protein of unknown function,1.13,1.31E-23,124.1,69.76,6.95,6.12,#N/A,Thaumi_prot_LH_FAM003766,#N/A,#N/A,,,,,,,,,,3983.656801,0.10897001,10.35030683,4.17E-25
NVIE_022800,NVIE_RS14930,exported protein of unknown function,1.6,3.90E-06,74.33,29.86,6.07,4.89,#N/A,Thaumi_prot_LH_FAM008662,#N/A,#N/A,,,,,,,,,,2412.086847,0.325441651,4.920015021,8.65E-07
NVIE_023340,NVIE_RS14935,exported protein of unknown function,0.29,1.07E-02,526.42,529.23,9.03,9.05,#N/A,Thaumi_prot_LH_FAM008666,#N/A,#N/A,,,,,,,,,,11059.64111,0.10233919,2.814316779,0.004888103
NVIE_023380,NVIE_RS14940,protein of unknown function,0.19,1.95E-01,47.69,51.32,5.56,5.68,#N/A,Thaumi_prot_LH_FAM008669,#N/A,#N/A,,,,,,,,,,537.3451055,0.12641286,1.512032733,0.130525536
NVIE_023610,NVIE_RS14945,protein of unknown function,0.7,1.48E-07,114,85.98,6.83,6.42,#N/A,Thaumi_prot_LH_FAM008672,#N/A,#N/A,,,,,,,,,,1740.300593,0.126324003,5.565789384,2.61E-08
NVIE_2466,NVIE_RS14950,protein of unknown function,1.06,2.94E-01,0.84,0.47,-0.89,-1.41,#N/A,Thaumi_prot_LH_FAM008683,#N/A,#N/A,,,,,,,,,,6.953785366,0.84619324,1.247268839,0.212298939
NVIE_024820,NVIE_RS14965,protein of unknown function,0.53,2.52E-04,104.82,88.48,6.69,6.46,#N/A,Thaumi_prot_LH_FAM008693,#N/A,#N/A,,,,,,,,,,764.2412462,0.133325085,3.948985993,7.85E-05
NVIE_024890,NVIE_RS14970,exported protein of unknown function,-0.23,3.66E-01,9.76,13.91,3.2,3.78,#N/A,Thaumi_prot_LH_FAM003679,#N/A,#N/A,,,,,,,,,,427.7255423,0.211562008,-1.085548269,0.277678898
NVIE_2738,NVIE_RS14985,conserved protein of unknown function,0,9.87E-01,11.73,14.41,3.51,3.81,#N/A,Thaumi_prot_LH_FAM008744,#N/A,#N/A,,,,,,,,,,266.2846021,0.204787899,0.021524502,0.982827258
NVIE_027660,NVIE_RS14990,protein of unknown function,0.93,7.53E-05,24.74,15.74,4.56,3.97,#N/A,Thaumi_prot_LH_FAM008768,#N/A,#N/A,,,,,,,,,,180.201486,0.218603559,4.253142665,2.11E-05
NVIE_027830,NVIE_RS14995,protein of unknown function,0.6,3.47E-02,25.44,20.96,4.63,4.29,#N/A,Thaumi_prot_LH_FAM008771,#N/A,#N/A,,,,,,,,,,279.0559655,0.254945938,2.358639698,0.018342055
NVIE_028110,NVIE_RS15000,protein of unknown function,0.77,1.34E-06,70.16,50.56,6.12,5.65,#N/A,Thaumi_prot_LH_FAM008775,#N/A,#N/A,,,,,,,,,,718.0527388,0.149216041,5.139834307,2.75E-07
NVIE_029070,NVIE_RS15010,protein of unknown function,0.65,4.18E-04,158.67,123.47,7.27,6.93,#N/A,Thaumi_prot_LH_FAM003867,#N/A,#N/A,,,,,,,,,,1842.104481,0.171231205,3.812927584,0.00013733
NVIE_029410,NVIE_RS15015,protein of unknown function,-1.2,1.41E-18,184.28,517.06,7.5,9.01,#N/A,Thaumi_prot_LH_FAM003013,#N/A,#N/A,,,,,,,,,,2959.852195,0.131006444,-9.134475859,6.57E-20
NVIE_t0040,NVIE_RS15025,tRNA-Pseudo,-0.73,6.45E-04,40.53,81.33,5.26,6.34,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,312.4554762,0.198355753,-3.694426289,0.000220384
NVIE_t0290,NVIE_RS15040,tRNA-Pseudo,-1.21,3.45E-09,15.26,43.2,3.9,5.42,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,155.422873,0.193979571,-6.227753851,4.73E-10
NVIE_t0390,NVIE_RS15045,tRNA-Pseudo,-0.37,1.21E-01,74.47,116.07,6.12,6.85,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,496.181831,0.207404082,-1.778004158,0.075403172
NVIE_000580,NVIE_RS15050,hypothetical protein,-0.24,1.20E-01,63.42,91.81,5.96,6.51,#N/A,Thaumi_prot_LH_FAM003038,#N/A,#N/A,,,,,,,,,,558.7026827,0.136752026,-1.781963333,0.074755211
NVIE_001200,NVIE_RS15055,protein of unknown function,1.8,4.63E-02,1.91,0.69,0.66,#NUM!,#N/A,Thaumi_prot_LH_FAM008428,#N/A,#N/A,,,,,,,,,,9.800844343,0.804359956,2.237547145,0.025250602
NVIE_001450,NVIE_RS15060,protein of unknown function,0.02,9.52E-01,55.51,66.52,5.72,6.03,#N/A,Thaumi_prot_LH_FAM003493,#N/A,#N/A,,,,,,,,,,433.6737428,0.203710647,0.086377858,0.931166048
NVIE_001490,NVIE_RS15065,protein of unknown function,0.7,6.06E-09,2774.3,2100.15,11.43,11.02,#N/A,Thaumi_prot_LH_FAM002829,#N/A,#N/A,,,,,,,,,,16272.24006,0.114435823,6.13258266,8.65E-10
NVIE_001980,NVIE_RS15070,hypothetical protein,-0.06,8.10E-01,73.58,94.42,6.18,6.55,#N/A,Thaumi_prot_LH_FAM002628,#N/A,#N/A,,,,,,,,,,486.0738003,0.175203145,-0.324991142,0.745187776
NVIE_002080,NVIE_RS15075,protein of unknown function,0.53,3.64E-01,1.99,1.66,0.86,0.51,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,22.22253948,0.489069349,1.092468072,0.274627417
NVIE_002100,NVIE_RS15080,protein of unknown function,0.83,8.47E-01,0.01,0,#NUM!,#NUM!,#N/A,Thaumi_prot_LH_FAM008439,#N/A,#N/A,,,,,,,,,,0.102829152,3.160746998,0.262739444,0.792751412
NVIE_002110,NVIE_RS15085,protein of unknown function,-0.64,4.16E-04,23.84,45.37,4.54,5.5,#N/A,Thaumi_prot_LH_FAM003509,#N/A,#N/A,,,,,,,,,,284.3035681,0.168472301,-3.814352002,0.000136541
NVIE_002260,NVIE_RS15095,hypothetical protein,-0.34,3.27E-02,122.11,190.33,6.92,7.54,#N/A,Thaumi_prot_LH_FAM002836,#N/A,#N/A,,,,,,,,,,1137.391391,0.143478971,-2.384470019,0.017103742
NVIE_002450,NVIE_RS15100,protein of unknown function,-0.46,1.99E-05,274.74,464.17,8.09,8.85,#N/A,Thaumi_prot_LH_FAM002842,#N/A,#N/A,,,,,,,,,,3511.620407,0.101792803,-4.564374086,5.01E-06
NVIE_002560,NVIE_RS15105,protein of unknown function,-0.77,2.16E-04,26.04,54.43,4.66,5.74,#N/A,Thaumi_prot_LH_FAM003518,#N/A,#N/A,,,,,,,,,,270.1147472,0.1938086,-3.990442649,6.60E-05
NVIE_002950,NVIE_RS15110,protein of unknown function,0.24,6.92E-02,73.92,76.57,6.2,6.26,#N/A,Thaumi_prot_LH_FAM003525,#N/A,#N/A,,,,,,,,,,552.0369993,0.117088335,2.054654237,0.039912413
NVIE_003240,NVIE_RS15115,protein of unknown function,-0.84,1.39E-11,236.1,517.32,7.88,9,#N/A,Thaumi_prot_LH_FAM000034,#N/A,#N/A,,,,,,,,,,2117.043583,0.118603621,-7.086900267,1.37E-12
NVIE_003570,NVIE_RS15120,protein of unknown function,-0.47,5.49E-04,391.64,659.82,8.59,9.36,#N/A,Thaumi_prot_LH_FAM003531,#N/A,#N/A,,,,,,,,,,3239.936569,0.124867449,-3.737769494,0.00018566
NVIE_003630,NVIE_RS15125,protein of unknown function,0.22,7.26E-01,4.4,4.63,1.87,2.06,#N/A,Thaumi_prot_LH_FAM002782,#N/A,#N/A,,,,,,,,,,30.16993323,0.480721631,0.459333341,0.645994809
NVIE_003790,NVIE_RS15130,protein of unknown function,-0.54,5.44E-03,115.71,203.77,6.8,7.65,#N/A,Thaumi_prot_LH_FAM002928,#N/A,#N/A,,,,,,,,,,941.9025099,0.175759475,-3.048628321,0.002298887
NVIE_003870,NVIE_RS15135,protein of unknown function,3.7,6.97E-08,45.83,4.31,5.09,1.93,#N/A,Thaumi_prot_LH_FAM008450,#N/A,#N/A,,,,,,,,,,173.2266822,0.648628284,5.702760509,1.18E-08
NVIE_004480,NVIE_RS15140,hypothetical protein,-0.55,4.00E-04,247.94,441.81,7.91,8.78,#N/A,Thaumi_prot_LH_FAM002918,#N/A,#N/A,,,,,,,,,,2409.443839,0.144420693,-3.824760015,0.0001309
NVIE_005280,NVIE_RS15150,hypothetical protein,-1.57,3.80E-39,234.94,853.39,7.87,9.73,#N/A,Thaumi_prot_LH_FAM002902,#N/A,#N/A,,,,,,,,,,3387.118404,0.117463016,-13.39937516,6.10E-41
NVIE_0542,NVIE_RS15155,hypothetical protein,-0.9,1.24E-06,118.05,271.79,6.84,8.06,#N/A,Thaumi_prot_LH_FAM003544,#N/A,#N/A,,,,,,,,,,1300.017035,0.175298284,-5.155955,2.52E-07
NVIE_005710,NVIE_RS15160,hypothetical protein,-0.35,8.85E-03,592.79,921.08,9.19,9.84,#N/A,Thaumi_prot_LH_FAM003547,#N/A,#N/A,,,,,,,,,,5061.757878,0.121223875,-2.879921812,0.003977738
NVIE_005790,NVIE_RS15165,protein of unknown function,1,1.93E-05,65.12,39.53,5.93,5.29,#N/A,Thaumi_prot_LH_FAM002882,#N/A,#N/A,,,,,,,,,,323.5771058,0.218481775,4.572735967,4.81E-06
NVIE_005950,NVIE_RS15170,hypothetical protein,1.32,5.18E-01,0.49,0.23,#NUM!,#NUM!,#N/A,Thaumi_prot_LH_FAM008460,#N/A,#N/A,,,,,,,,,,2.285527555,1.636561701,0.806075321,0.42019942
NVIE_0616,NVIE_RS15175,protein of unknown function,-0.45,1.13E-01,8.05,13.38,2.9,3.73,#N/A,Thaumi_prot_LH_FAM008464,#N/A,#N/A,,,,,,,,,,155.5099137,0.245306809,-1.814951766,0.069531322
NVIE_006290,NVIE_RS15180,protein of unknown function,-0.32,2.31E-02,26.83,41.15,4.73,5.36,#N/A,Thaumi_prot_LH_FAM008470,#N/A,#N/A,,,,,,,,,,1822.586918,0.127238312,-2.523828651,0.01160845
NVIE_006390,NVIE_RS15185,protein of unknown function,0.15,4.58E-01,8.35,9.19,3.05,3.18,#N/A,Thaumi_prot_LH_FAM001269,#N/A,#N/A,,,,,,,,,,199.0009972,0.16743231,0.911816103,0.361865532
NVIE_006540,NVIE_RS15190,exported protein of unknown function,0.36,1.36E-03,2755.96,2632.65,11.42,11.36,#N/A,Thaumi_prot_LH_FAM008475,#N/A,#N/A,,,,,,,,,,20254.57912,0.104265539,3.484672923,0.000492739
NVIE_006590,NVIE_RS15195,protein of unknown function,-0.03,8.97E-01,259.81,322.31,7.96,8.32,#N/A,Thaumi_prot_LH_FAM003555,#N/A,#N/A,,,,,,,,,,1236.436669,0.180852101,-0.182083724,0.855517021
NVIE_006700,NVIE_RS15200,protein of unknown function,-0.27,7.55E-01,1.51,2.19,0.35,0.84,#N/A,Thaumi_prot_LH_FAM008478,#N/A,#N/A,,,,,,,,,,10.45079796,0.652217783,-0.414678376,0.678377364
NVIE_006710,NVIE_RS15205,hypothetical protein,0.53,7.73E-03,156.27,131.16,7.22,7.03,#N/A,Thaumi_prot_LH_FAM003559,#N/A,#N/A,,,,,,,,,,1062.022307,0.182085723,2.927057707,0.003421854
NVIE_006760,NVIE_RS15210,protein of unknown function,0.19,1.19E-01,191.31,205.32,7.57,7.68,#N/A,Thaumi_prot_LH_FAM003560,#N/A,#N/A,,,,,,,,,,1253.029049,0.108690466,1.790754394,0.073332717
NVIE_006770,NVIE_RS15215,protein of unknown function,0.62,6.40E-05,196.8,155.92,7.6,7.27,#N/A,Thaumi_prot_LH_FAM003561,#N/A,#N/A,,,,,,,,,,1285.850627,0.144629202,4.292740843,1.76E-05
NVIE_006910,NVIE_RS15220,protein of unknown function,0.18,4.83E-01,28.75,30.81,4.79,4.92,#N/A,Thaumi_prot_LH_FAM003562,#N/A,#N/A,,,,,,,,,,179.693931,0.211812055,0.865492882,0.386768321
NVIE_006930,NVIE_RS15225,protein of unknown function,-0.22,8.39E-02,94.38,134.45,6.55,7.07,#N/A,Thaumi_prot_LH_FAM002865,#N/A,#N/A,,,,,,,,,,798.7800797,0.1109054,-1.965057505,0.049407582
NVIE_007220,NVIE_RS15230,hypothetical protein,1.59,1.88E-12,73.15,29.61,6.11,4.88,#N/A,Thaumi_prot_LH_FAM003572,#N/A,#N/A,,,,,,,,,,407.4062342,0.216352188,7.370928069,1.69E-13
NVIE_007250,NVIE_RS15235,exported protein of unknown function,0.7,6.34E-04,33.4,25.19,5.01,4.63,#N/A,Thaumi_prot_LH_FAM003574,#N/A,#N/A,,,,,,,,,,531.6724083,0.188099218,3.699815156,0.000215757
NVIE_007260,NVIE_RS15240,exported protein of unknown function,-1.12,5.72E-07,60.31,158.83,5.8,7.3,#N/A,Thaumi_prot_LH_FAM003574,#N/A,#N/A,,,,,,,,,,2241.328235,0.210247415,-5.308220772,1.11E-07
NVIE_007330,NVIE_RS15245,protein of unknown function,0.99,1.73E-07,30.97,18.96,4.94,4.22,#N/A,Thaumi_prot_LH_FAM003578,#N/A,#N/A,,,,,,,,,,207.3306263,0.17946538,5.536217802,3.09E-08
NVIE_008390,NVIE_RS15255,hypothetical protein,-0.38,1.92E-04,379.42,605.33,8.57,9.24,#N/A,Thaumi_prot_LH_FAM003020,#N/A,#N/A,,,,,,,,,,3535.964025,0.093455069,-4.020166715,5.82E-05
NVIE_008770,NVIE_RS15260,protein of unknown function,0.3,5.61E-01,4.79,4.67,2.18,2.09,#N/A,Thaumi_prot_LH_FAM003594,#N/A,#N/A,,,,,,,,,,29.21661059,0.407378585,0.727864623,0.466696461
NVIE_008980,NVIE_RS15265,protein of unknown function,-0.28,7.24E-01,1.61,2.31,0.09,1.16,#N/A,Thaumi_prot_LH_FAM003599,#N/A,#N/A,,,,,,,,,,13.2153644,0.597172326,-0.464335796,0.642407182
NVIE_009010,NVIE_RS15270,protein of unknown function,0.05,9.57E-01,1.12,1.34,#NUM!,0.32,#N/A,Thaumi_prot_LH_FAM003600,#N/A,#N/A,,,,,,,,,,9.072840642,0.706721034,0.077664235,0.938095145
NVIE_009070,NVIE_RS15275,protein of unknown function,0.11,5.58E-01,146.39,166.56,7.17,7.36,#N/A,Thaumi_prot_LH_FAM008496,#N/A,#N/A,,,,,,,,,,1473.636021,0.143334304,0.733277347,0.463389289
NVIE_009750,NVIE_RS15280,protein of unknown function,-0.04,8.42E-01,92.54,117.01,6.5,6.85,#N/A,Thaumi_prot_LH_FAM003032,#N/A,#N/A,,,,,,,,,,641.9792811,0.165362426,-0.270673389,0.786642246
NVIE_009800,NVIE_RS15285,protein of unknown function,-0.5,1.66E-02,94,161.83,6.49,7.33,#N/A,Thaumi_prot_LH_FAM003604,#N/A,#N/A,,,,,,,,,,897.9521158,0.187510814,-2.653305644,0.007970766
NVIE_010750,NVIE_RS15300,protein of unknown function,-0.79,1.52E-06,82.2,172.75,6.31,7.43,#N/A,Thaumi_prot_LH_FAM002805,#N/A,#N/A,,,,,,,,,,869.8145483,0.154922208,-5.113627863,3.16E-07
NVIE_011190,NVIE_RS15305,protein of unknown function,-0.99,2.30E-10,45.81,110.8,5.49,6.78,#N/A,Thaumi_prot_LH_FAM008520,#N/A,#N/A,,,,,,,,,,436.6244444,0.147930566,-6.663948501,2.67E-11
NVIE_011450,NVIE_RS15310,protein of unknown function,0.61,2.74E-01,3.71,2.94,1.78,1.38,#N/A,Thaumi_prot_LH_FAM003627,#N/A,#N/A,,,,,,,,,,22.55358319,0.472175333,1.293929742,0.19568969
NVIE_011540,NVIE_RS15315,protein of unknown function,0.41,4.71E-01,4.75,4.29,1.98,2.02,#N/A,Thaumi_prot_LH_FAM003631,#N/A,#N/A,,,,,,,,,,33.85238338,0.45971016,0.889829174,0.373557619
NVIE_013190,NVIE_RS15340,hypothetical protein,0.03,9.67E-01,1.87,2.25,0.79,1.12,#N/A,Thaumi_prot_LH_FAM008555,#N/A,#N/A,,,,,,,,,,15.1872562,0.474479398,0.059344254,0.952677914
NVIE_013260,NVIE_RS15345,protein of unknown function,-1.07,7.83E-05,4.02,10.39,1.96,3.34,#N/A,Thaumi_prot_LH_FAM008556,#N/A,#N/A,,,,,,,,,,113.0192272,0.25296761,-4.243882944,2.20E-05
NVIE_013840,NVIE_RS15350,protein of unknown function,-0.17,1.16E-01,770.06,1060.08,9.58,10.04,#N/A,Thaumi_prot_LH_FAM002552,#N/A,#N/A,,,,,,,,,,6046.631199,0.09295913,-1.800383844,0.07180005
NVIE_014000,NVIE_RS15355,conserved protein of unknown function,0.35,1.72E-01,24.54,23.51,4.58,4.52,#N/A,Thaumi_prot_LH_FAM000137,#N/A,#N/A,,,,,,,,,,130.5327052,0.218868652,1.584681551,0.113038706
NVIE_014670,NVIE_RS15360,protein of unknown function,0.57,3.95E-04,167.2,137.73,7.38,7.09,#N/A,Thaumi_prot_LH_FAM003665,#N/A,#N/A,,,,,,,,,,1450.159319,0.14961469,3.828767754,0.000128786
NVIE_014860,NVIE_RS15365,exported protein of unknown function,-0.3,1.53E-01,702.7,1045.63,9.38,10.02,#N/A,Thaumi_prot_LH_FAM003668,#N/A,#N/A,,,,,,,,,,5836.084411,0.178466716,-1.653619309,0.098204887
NVIE_014980,NVIE_RS15370,protein of unknown function,-0.36,1.50E-01,11.03,17.54,3.44,4.12,#N/A,Thaumi_prot_LH_FAM008563,#N/A,#N/A,,,,,,,,,,99.41700968,0.218138252,-1.665839377,0.095745411
NVIE_015290,NVIE_RS15375,protein of unknown function,0.71,2.12E-02,16.66,12.26,3.96,3.58,#N/A,Thaumi_prot_LH_FAM003248,#N/A,#N/A,,,,,,,,,,90.44150361,0.279500796,2.557429592,0.01054489
NVIE_015340,NVIE_RS15380,protein of unknown function,0.6,1.19E-01,14.41,11.45,3.63,3.5,#N/A,Thaumi_prot_LH_FAM003678,#N/A,#N/A,,,,,,,,,,91.71933994,0.333125504,1.788498803,0.073695569
NVIE_1576,NVIE_RS15385,protein of unknown function,0.43,7.98E-03,79.93,72.63,6.32,6.16,#N/A,Thaumi_prot_LH_FAM003683,#N/A,#N/A,,,,,,,,,,554.9671517,0.146325634,2.915308682,0.003553369
NVIE_015580,NVIE_RS15390,conserved protein of unknown function,0.1,5.76E-01,58.16,66.3,5.85,6.03,#N/A,Thaumi_prot_LH_FAM003107,#N/A,#N/A,,,,,,,,,,438.2886692,0.14830676,0.703426049,0.481790277
NVIE_016200,NVIE_RS15395,protein of unknown function,0.28,1.79E-01,257.38,257.59,7.95,7.99,#N/A,Thaumi_prot_LH_FAM003003,#N/A,#N/A,,,,,,,,,,1789.351426,0.182136165,1.55942265,0.118896379
NVIE_016720,NVIE_RS15400,protein of unknown function,-0.04,9.21E-01,17.47,21.86,3.95,4.41,#N/A,Thaumi_prot_LH_FAM008583,#N/A,#N/A,,,,,,,,,,156.3917302,0.298614726,-0.141451871,0.887512979
NVIE_017120,NVIE_RS15405,protein of unknown function,-0.2,4.38E-01,30.4,42.66,4.86,5.38,#N/A,Thaumi_prot_LH_FAM003244,#N/A,#N/A,,,,,,,,,,266.7922128,0.213169817,-0.94898341,0.34262905
NVIE_017620,NVIE_RS15410,protein of unknown function,-2.25,1.07E-13,5.66,33.33,2.36,5.04,#N/A,Thaumi_prot_LH_FAM008586,#N/A,#N/A,,,,,,,,,,108.4635576,0.289803608,-7.762813689,8.31E-15
NVIE_017670,NVIE_RS15415,ribulose-phosphate 3-epimerase protein with N-terminal transketolase domain,-0.13,4.93E-01,456.3,610.02,8.8,9.24,#N/A,Thaumi_prot_LH_FAM000055,#N/A,#N/A,,,,,,,,,,37959.25097,0.147208539,-0.849744255,0.395467288
NVIE_018440,NVIE_RS15425,protein of unknown function,0.84,2.55E-03,20.9,14.24,4.34,3.76,#N/A,Thaumi_prot_LH_FAM008593,#N/A,#N/A,,,,,,,,,,138.2071979,0.255426489,3.295030173,0.000984111
NVIE_1893,NVIE_RS15430,protein of unknown function,0.38,7.77E-03,143.76,135.04,7.16,7.06,#N/A,Thaumi_prot_LH_FAM003737,#N/A,#N/A,,,,,,,,,,940.1878274,0.130764179,2.924588669,0.003449118
NVIE_018630,NVIE_RS15435,putative chaperone DnaJ,0.09,4.33E-01,97.08,111.94,6.59,6.8,#N/A,Thaumi_prot_LH_FAM000273,#N/A,#N/A,,,,,,,,,,2875.152035,0.089015245,0.957849807,0.338138499
NVIE_1926,NVIE_RS15440,protein of unknown function,-0.4,7.02E-01,0.52,0.8,#NUM!,-0.41,#N/A,Thaumi_prot_LH_FAM008598,#N/A,#N/A,,,,,,,,,,6.120061015,0.813012366,-0.496542468,0.619511733
NVIE_018870,NVIE_RS15445,protein of unknown function,-0.26,2.16E-01,21.53,31.6,4.41,4.97,#N/A,Thaumi_prot_LH_FAM003742,#N/A,#N/A,,,,,,,,,,171.7593253,0.182897651,-1.445414313,0.148341545
NVIE_019410,NVIE_RS15465,protein of unknown function,-0.54,4.75E-01,1.85,3.4,0.55,1.52,#N/A,Thaumi_prot_LH_FAM008607,#N/A,#N/A,,,,,,,,,,15.05472548,0.61258462,-0.879649328,0.379049308
NVIE_019610,NVIE_RS15470,protein of unknown function,0.4,4.52E-03,48.62,45.05,5.6,5.48,#N/A,Thaumi_prot_LH_FAM008610,#N/A,#N/A,,,,,,,,,,327.5352623,0.129087964,3.110847866,0.00186551
NVIE_019740,NVIE_RS15475,protein of unknown function,5.82,6.07E-66,946.01,20.38,9.84,4.23,#N/A,Thaumi_prot_LH_FAM003559,#N/A,#N/A,,,,,,,,,,3818.628221,0.333864132,17.43863241,4.20E-68
NVIE_019880,NVIE_RS15480,protein of unknown function,-0.28,1.03E-01,75.75,112.43,6.21,6.81,#N/A,Thaumi_prot_LH_FAM008615,#N/A,#N/A,,,,,,,,,,606.3881774,0.152335397,-1.86373016,0.062359608
