Old_Locus,Locus,Info,log2FC,padj,TPM_BF,TPM_Ctrl,log2TPM_BF,log2TPM_Ctrl,protein_fam,Protein Family LH,AOA conserved,AOA exclusive,"Conserved NV,NF,NM",Conserved in Soil Strains,up in:,,,,,,,,,baseMean,lfcSE,stat,pvalue
NMAR_RS06885,Nmar_1285,ABC transporter substrate-binding protein,-0.16,0.411456392,34.0420621,52.0983083,5.01,5.701505182,76G-FAM007407,Thaumi_prot_LH_FAM000503,N,Y,,,,,,,,,,,,773.6285893,0.135371375,-1.148701783,0.25067897
NMAR_RS06890,Nmar_1286,argininosuccinate synthase,-0.09,0.632122409,81.39829781,124.6759462,6.32,6.952373579,76G-FAM000162,Thaumi_prot_LH_FAM000502,Y,N,,,,,,,,,,,,2335.608724,0.126314717,-0.714031636,0.475207617
NMAR_RS06895,Nmar_1287,alpha-aminoadipate/glutamate carrier protein LysW,0.02,0.939277859,123.7003042,183.3344824,6.92,7.496958373,76G-FAM000340_0,Thaumi_prot_LH_FAM000082,Y,N,,,,,,,,,,,,470.4821447,0.195803755,0.115842096,0.907777687
NMAR_RS06900,Nmar_1288,lysine biosynthesis protein LysX,-0.2,0.387849823,51.84885758,84.91291951,5.67,6.385349108,76G-FAM000336_0,Thaumi_prot_LH_FAM000083,Y,N,,,,,,,,,,,,1045.593964,0.164668204,-1.2008919,0.229793137
NMAR_RS06905,Nmar_1289,N-acetyl-gamma-glutamyl-phosphate reductase,0.19,0.201885641,71.84208477,89.36270898,6.13,6.475245033,76G-FAM000337,Thaumi_prot_LH_FAM000645,N,N,,,,,,,,,,,,1582.841553,0.11167968,1.667559138,0.095403276
NMAR_RS06910,Nmar_1290,[LysW]-aminoadipate/[LysW]-glutamate kinase,-0.13,0.504286703,34.6387364,53.51771518,5.07,5.739344406,76G-FAM000339,Thaumi_prot_LH_FAM000646,Y,N,,,,,,,,,,,,633.7178005,0.137484615,-0.952578819,0.340803513
NMAR_RS06915,Nmar_1291,acetylornithine/succinylornithine family transaminase,-0.47,0.05881119,15.59132991,29.49335898,3.9,4.840622663,76G-FAM000341_0,Thaumi_prot_LH_FAM000647,N,N,,,,,,,,,,,,484.0044698,0.203096954,-2.318162806,0.020440475
NMAR_RS06920,Nmar_1292,HTH-type transcriptional regulator LysM,-0.79,0.014670112,11.00067141,29.861473,3.43,4.847736856,76G-FAM000103_0,Thaumi_prot_LH_FAM000222,Y,N,,,,,,,,,,,,158.6658179,0.272225641,-2.908621875,0.003630256
NMAR_RS06925,Nmar_1293,2-isopropylmalate synthase,-0.03,0.900907742,17.54977838,24.09989794,4.04,4.587469812,76G-FAM000957_0,Thaumi_prot_LH_FAM000395,Y,N,,,,,,,,,,,,438.9045527,0.168466857,-0.197181571,0.843685451
NMAR_RS06930,Nmar_1294,alpha-aminoadipate/glutamate carrier protein LysW,-0.16,0.789641702,14.11447123,24.86580837,3.73,4.508873241,76G-FAM000340_0,Thaumi_prot_LH_FAM000082,Y,N,,,,,,,,,,,,68.83643485,0.371959885,-0.418346865,0.67569353
NMAR_RS06935,Nmar_1295,lysine biosynthesis protein LysX,0.79,2.23E-08,90.59380936,75.5011767,6.48,6.233833969,76G-FAM000336_0,Thaumi_prot_LH_FAM000083,Y,N,,,,,,,,,,,,1374.604269,0.130913612,6.039752627,1.54E-09
NMAR_RS06940,Nmar_1296,M20/M25/M40 family metallo-hydrolase,-0.02,0.942603134,17.16102645,24.84434491,4.04,4.612377991,76G-FAM000342,Thaumi_prot_LH_FAM000084,Y,N,,,,,,,,,,,,443.1186206,0.178234331,-0.108768298,0.913386269
NMAR_RS06945,Nmar_1297,diphthine synthase,-0.06,0.824830964,15.13070901,22.37476282,3.9,4.454455508,76G-FAM000099,Thaumi_prot_LH_FAM000085,N,N,,,,,,,,,,,,354.8974439,0.185208642,-0.34963905,0.726609601
NMAR_RS06950,Nmar_1298,adenylyltransferase/cytidyltransferase family protein,-0.15,0.646650516,17.01055993,25.55307361,3.95,4.649473696,76G-FAM000096,Thaumi_prot_LH_FAM000086,N,N,,,,,,,,,,,,251.4253908,0.217024779,-0.681063815,0.495831112
NMAR_RS06955,Nmar_1299,ATP-binding protein,-1.94,2.26E-07,0.637797644,3.920009035,-0.72,1.918439292,76G-FAM008756_0,Thaumi_prot_LH_FAM001290,N,Y,,,,,,,,,,,,77.84322433,0.344827455,-5.638787056,1.71E-08
NMAR_RS06960,Nmar_1300,universal stress protein,0.21,0.415479124,39.43701099,46.45776891,5.22,5.524994479,76G-FAM008594,Thaumi_prot_LH_FAM002083,N,Y,,,,,,,,,,,,350.2319674,0.188678117,1.138217031,0.255029869
NMAR_RS06965,Nmar_1301,DUF120 domain-containing protein,1.02,0.000314296,22.29795476,15.48718031,4.34,3.902339532,76G-FAM000831,Thaumi_prot_LH_FAM000087,Y,N,,,,,,,,,,,,222.2884549,0.250381708,4.085836228,4.39E-05
NMAR_RS06970,Nmar_1302,DNA primase DnaG,0.4,0.000183394,346.5981609,370.8145637,8.4,8.531518532,76G-FAM000044,Thaumi_prot_LH_FAM000088,Y,N,,,,,,,,,,,,7792.130099,0.094297281,4.228902458,2.35E-05
NMAR_RS06975,Nmar_1303,iron-sulfur cluster insertion protein ErpA,-0.1,0.630636247,1040.48111,1578.759498,9.97,10.59076995,76G-FAM001109,Thaumi_prot_LH_FAM000089,Y,N,,,,,,,,,,,,8606.82233,0.141035508,-0.717482513,0.473076422
NMAR_RS06980,Nmar_1304,CBS domain-containing protein,-0.4,0.529483377,5.377710366,9.729689198,2.24,3.243373299,76G-FAM000773_0,Thaumi_prot_LH_FAM001413_0,N,N,,,,,,,,,,,,46.73057016,0.4416306,-0.906205748,0.364826961
NMAR_RS06985,Nmar_1305,hypothetical protein,-0.24,0.402583411,31.15778195,49.5515595,4.84,5.625954275,76G-FAM007437,Thaumi_prot_LH_FAM001027,N,Y,,,,,,,,,,,,443.5823195,0.20492199,-1.16988944,0.242045464
NMAR_RS06990,Nmar_1306,helix-turn-helix transcriptional regulator,-0.9,0.053398311,7.481909662,18.64477076,2.8,4.11697379,76G-FAM002686,Thaumi_prot_LH_FAM001029,N,N,,,,,,,,,,,,81.65551036,0.380223155,-2.365268751,0.018016991
NMAR_RS06995,Nmar_1307,plastocyanin/azurin family copper-binding protein,-0.41,0.005627441,90.57495026,170.1631075,6.46,7.402766482,76G-FAM008593,Thaumi_prot_LH_FAM002084,N,Y,,,,,,,,,,,,1305.232326,0.126945452,-3.252539051,0.001143789
NMAR_RS07000,Nmar_1308,enoyl-CoA hydratase-related protein,0.14,0.49100358,669.9060347,859.8026079,9.34,9.74377864,76G-FAM001057,Thaumi_prot_LH_FAM000097,Y,N,,,,,,,,,,,,11049.80734,0.143853902,0.979494469,0.32733572
NMAR_RS07005,Nmar_1309,3-hydroxypropionate--CoA ligase,0.08,0.605985623,139.5658181,185.0182065,7.08,7.528818512,76G-FAM007498,Thaumi_prot_LH_FAM000098,Y,Y,,,,,,,,,,,,6480.204353,0.109738839,0.764495199,0.444572197
NMAR_RS07010,Nmar_1310,type 1 glutamine amidotransferase,-0.08,0.843715566,9.108922181,13.38424817,3.01,3.736365148,76G-FAM002839,Thaumi_prot_LH_FAM000099,N,N,,,,,,,,,,,,141.941084,0.257575956,-0.315736145,0.752202789
NMAR_RS07015,Nmar_1311,toprim domain-containing protein,0.31,0.594361234,13.10925891,6.638589095,3.57,2.656823969,76G-FAM002663,Thaumi_prot_LH_FAM001737,N,N,,,,,,,,,,,,43.20621082,0.392194663,0.785466084,0.432180348
NMAR_RS07020,Nmar_1312,Glu/Leu/Phe/Val dehydrogenase,0.23,0.047588699,353.0259929,424.6145701,8.41,8.727799605,76G-FAM000812,Thaumi_prot_LH_FAM000100,Y,N,,,,,,,,,,,,9492.042907,0.093148047,2.416525015,0.01566945
NMAR_RS07025,Nmar_1313,winged helix-turn-helix domain-containing protein,-0.07,0.867585404,20.88027009,32.82614751,4.29,4.973030126,76G-FAM000801,Thaumi_prot_LH_FAM001235,N,N,,,,,,,,,,,,181.967607,0.268293111,-0.273191113,0.784706311
NMAR_RS07030,Nmar_1314,archaeal proteasome endopeptidase complex subunit alpha,0.11,0.503590049,180.4748644,239.269767,7.45,7.896028962,76G-FAM000513_0,Thaumi_prot_LH_FAM000101,Y,N,,,,,,,,,,,,2831.871811,0.11299319,0.955531173,0.339309149
NMAR_RS07035,Nmar_1315,class I SAM-dependent methyltransferase,0.25,0.259409173,19.77182624,22.85023872,4.27,4.493426368,76G-FAM000835,Thaumi_prot_LH_FAM000102,Y,N,,,,,,,,,,,,280.5119479,0.165841305,1.507502941,0.131681791
NMAR_RS07040,Nmar_1316,MFS transporter,0.87,0.036723458,39.11060735,24.57317335,4.94,4.581451592,76G-FAM007441,Thaumi_prot_LH_FAM000103,N,Y,,,,,,,,,,,,143.7887113,0.342292825,2.540032578,0.011084214
NMAR_RS07045,Nmar_1317,P-II family nitrogen regulator,0.43,0.004032876,447.4012421,451.3711002,8.8,8.793761529,76G-FAM001710_0,Thaumi_prot_LH_FAM001030_0,N,N,,,,,,,,,,,,4240.742656,0.129057261,3.358884865,0.000782577
NMAR_RS07050,Nmar_1318,twin-arginine translocase TatA/TatE family subunit,-0.12,0.763786814,12.53924331,20.76870147,3.59,4.314375078,76G-FAM000565_0,Thaumi_prot_LH_FAM000104,Y,N,,,,,,,,,,,,111.5058993,0.262377284,-0.46396809,0.642670608
NMAR_RS07055,Nmar_1319,site-specific DNA-methyltransferase,-0.17,0.812334332,3.029760586,4.676766916,1.49,2.159484664,76G-FAM002939,Thaumi_prot_LH_FAM000745,N,N,,,,,,,,,,,,50.12038683,0.451935215,-0.374142856,0.708298036
NMAR_RS07060,Nmar_1320,DEAD/DEAH box helicase,0.55,0.03034845,6.920647901,6.563744782,2.69,2.663062482,76G-FAM004907,Thaumi_prot_LH_FAM000106,N,N,,,,,,,,,,,,306.2965287,0.211622915,2.622518086,0.008728264
NMAR_RS07065,Nmar_1321,SDR family oxidoreductase,0.09,0.754814883,22.34538204,32.20365983,4.47,4.993318104,76G-FAM000690_1,Thaumi_prot_LH_FAM000716_0,N,Y,,,,,,,,,,,,430.0441819,0.181143409,0.48548656,0.627331244
NMAR_RS07070,Nmar_1322,DNA topoisomerase I,-0.16,0.664469897,15.83466,25.77331501,3.91,4.63841367,76G-FAM001315,Thaumi_prot_LH_FAM000107,Y,N,,,,,,,,,,,,654.5161093,0.248321873,-0.64966358,0.515909554
NMAR_RS07075,Nmar_1323,hypothetical protein,-0.19,0.676623082,3.566227674,4.901351942,1.74,2.265002615,76G-FAM008716,Thaumi_prot_LH_FAM001886,N,Y,,,,,,,,,,,,113.2958759,0.303336017,-0.629338454,0.529127501
NMAR_RS07080,Nmar_R0032,tRNA-Met,0.39,0.106780717,108.2943538,122.0216478,6.74,6.906529764,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,252.286655,0.191466276,2.032755649,0.042077216
NMAR_RS07085,Nmar_1324,tyrosine-type recombinase/integrase,0.21,0.357287865,38.32983437,47.18601969,5.22,5.534543012,76G-FAM008719,Thaumi_prot_LH_FAM002085,N,Y,,,,,,,,,,,,1017.606334,0.162693469,1.271597667,0.203516106
NMAR_RS07090,Nmar_1325,thrombospondin type 3 repeat-containing protein,0.2,0.43922758,19.62404813,29.10340254,4.27,4.858933877,76G-FAM008560,Thaumi_prot_LH_FAM002086,N,Y,,,,,,,,,,,,510.6056207,0.180787182,1.088156782,0.2765259
NMAR_RS07095,Nmar_1326,winged helix-turn-helix transcriptional regulator,0.03,0.904192293,104.2532102,144.478376,6.66,7.166042074,76G-FAM008559,Thaumi_prot_LH_FAM002087,N,Y,,,,,,,,,,,,1122.532891,0.138337204,0.190227374,0.849130961
NMAR_RS07100,Nmar_1327,hypothetical protein,0.39,0.233820572,22.76078034,26.21773365,4.49,4.68312928,76G-FAM008558,Thaumi_prot_LH_FAM002088,N,Y,,,,,,,,,,,,150.2332438,0.245870007,1.572472618,0.115840985
NMAR_RS07105,Nmar_1328,hypothetical protein,-0.49,0.008192007,47.07110625,94.14266023,5.55,6.552113661,76G-FAM008556,Thaumi_prot_LH_FAM002089,N,Y,,,,,,,,,,,,1935.201185,0.157570703,-3.121676306,0.001798245
NMAR_RS07110,Nmar_1329,hypothetical protein,-0.58,0.009757195,36.53593795,80.99842915,5.16,6.319548182,76G-FAM008557,Thaumi_prot_LH_FAM002090,N,Y,,,,,,,,,,,,923.300966,0.188355693,-3.058948945,0.00222115
NMAR_RS07115,Nmar_1330,hypothetical protein,-1.47,0.002612032,406.6626066,1692.657002,8.56,10.6484545,76G-FAM008631,Thaumi_prot_LH_FAM002091,N,Y,,,,,,,,,,,,5058.639058,0.422405169,-3.491417297,0.000480465
NMAR_RS07120,Nmar_1331,ParB/RepB/Spo0J family partition protein,-0.25,0.223055066,55.80465702,96.37001599,5.76,6.577154901,76G-FAM008630,Thaumi_prot_LH_FAM000627,N,Y,,,,,,,,,,,,1138.122953,0.157635115,-1.605289484,0.108430112
NMAR_RS07125,Nmar_1332,universal stress protein,1.32,0.001294741,18.03990248,10.5080524,4.11,3.355228536,76G-FAM008923,Thaumi_prot_LH_FAM006602,N,Y,,,,,,,,,,,,103.3960968,0.357612401,3.697464357,0.000217764
NMAR_RS07130,Nmar_1333,hypothetical protein,2.17,4.60E-05,8.430383529,2.526848296,2.98,0.991618806,76G-FAM008924,Thaumi_prot_LH_FAM006603,N,Y,,,,,,,,,,,,44.32262548,0.475162488,4.559638993,5.12E-06
NMAR_RS07135,Nmar_1334,universal stress protein,0.75,0.001277724,25.50917266,22.1125242,4.64,4.441865781,76G-FAM001480_0,Thaumi_prot_LH_FAM000499_1,N,N,,,,,,,,,,,,195.8088666,0.201724326,3.70159018,0.000214252
NMAR_RS07140,Nmar_1335,mechanosensitive ion channel family protein,1.27,0.000597926,14.51774318,8.036657926,3.75,2.953145702,76G-FAM006044,Thaumi_prot_LH_FAM002008,N,Y,,,,,,,,,,,,134.0878696,0.324367018,3.915450025,9.02E-05
NMAR_RS07145,Nmar_1336,DUF432 domain-containing protein,1.26,4.71E-09,21.40698876,12.6604437,4.39,3.627432295,76G-FAM028484,Thaumi_prot_LH_FAM006604,N,Y,,,,,,,,,,,,237.6211626,0.199823329,6.295406681,3.07E-10
NMAR_RS07150,Nmar_1337,mechanosensitive ion channel domain-containing protein,1.5,0.003213186,6.319748999,2.670708669,2.65,1.26266772,76G-FAM008320,Thaumi_prot_LH_FAM002092,N,Y,,,,,,,,,,,,38.42170482,0.437615853,3.431235064,0.00060084
NMAR_RS07155,0,hypothetical protein,0.39,0.419120561,10.77883479,11.1623176,3.15,3.474376157,#N/A,Thaumi_prot_LH_FAM002093,#N/A,#N/A,,,,,,,,,,,,52.7446206,0.343846611,1.131244434,0.257952225
NMAR_RS07165,Nmar_1338,transcriptional regulator,0.38,0.009390155,62.64838804,67.30457783,5.93,6.063689566,76G-FAM007384,Thaumi_prot_LH_FAM001538,N,Y,,,,,,,,,,,,950.0517456,0.125197355,3.074441944,0.002108968
NMAR_RS09800,0,hypothetical protein,1.37,0.789641702,1.065748923,0.163413879,#NUM!,#NUM!,#N/A,Thaumi_prot_LH_FAM002094,#N/A,#N/A,,,,,,,,,,,,0.747383648,3.264192794,0.418463785,0.675608059
NMAR_RS07170,Nmar_1339,hypothetical protein,0.88,5.19E-05,96.34948608,71.12725672,6.49,6.107423686,76G-FAM000172_0,Thaumi_prot_LH_FAM000047_0,Y,N,,,,,,,,,,,,370.3520777,0.194284259,4.533301394,5.81E-06
NMAR_RS07175,Nmar_1340,TFIIB-type zinc ribbon-containing protein,1.83,1.39E-33,445.1598057,184.1000444,8.78,7.496235447,76G-FAM000279_0,Thaumi_prot_LH_FAM000723_0,Y,N,,,,,,,,,,,,5261.620863,0.147564982,12.39971268,2.62E-35
NMAR_RS07180,Nmar_1341,transcription factor TFIIB,2.43,3.50E-52,68.0416164,18.2906337,6.05,4.176090416,76G-FAM000279_0,Thaumi_prot_LH_FAM000723_0,Y,N,,,,,,,,,,,,774.4510226,0.156699998,15.50175008,3.38E-54
NMAR_RS07185,0,hypothetical protein,1.32,0.368133663,1.265971008,0.297177087,#NUM!,#NUM!,#N/A,Thaumi_prot_LH_FAM002095,#N/A,#N/A,,,,,,,,,,,,5.682279918,1.061407117,1.246210898,0.212686979
NMAR_RS07190,Nmar_1342,mechanosensitive ion channel domain-containing protein,-0.02,0.99072436,2.079655,2.067752951,0.52,0.945364115,76G-FAM008320,Thaumi_prot_LH_FAM002092,N,Y,,,,,,,,,,,,17.5562085,0.623285025,-0.024246455,0.980656023
NMAR_RS07195,Nmar_1343,ectoine hydroxylase,1.73,3.40E-19,32.39819518,13.72796607,4.99,3.76327095,76G-FAM008925,Thaumi_prot_LH_FAM002096,N,Y,,,,,,,,,,,,395.6366982,0.184946396,9.337740436,9.84E-21
NMAR_RS07200,Nmar_1344,ectoine synthase,0.09,0.963033537,1.185618363,2.320409528,#NUM!,1.088518738,76G-FAM008926,Thaumi_prot_LH_FAM002097,N,Y,,,,,,,,,,,,7.430990942,1.199436966,0.07215194,0.942480992
NMAR_RS07205,Nmar_1345,diaminobutyrate--2-oxoglutarate transaminase,1.6,1.68E-06,6.139101981,3.024288379,2.53,1.506507232,76G-FAM008927,Thaumi_prot_LH_FAM002098,N,Y,,,,,,,,,,,,108.8968114,0.304190085,5.261537046,1.43E-07
NMAR_RS07210,Nmar_1346,diaminobutyrate acetyltransferase,2.82,1.79E-12,14.42053249,3.104700317,3.7,1.285405401,76G-FAM008928,Thaumi_prot_LH_FAM002099,N,Y,,,,,,,,,,,,71.57570188,0.377903484,7.468871656,8.09E-14
NMAR_RS07215,Nmar_1347,hypothetical protein,2.96,4.62E-07,10.07196055,2.178251594,3.04,0.770964804,76G-FAM008929,Thaumi_prot_LH_FAM002100,N,Y,,,,,,,,,,,,44.16522953,0.537833362,5.508821827,3.61E-08
NMAR_RS07220,Nmar_1348,translation initiation factor eIF-1A,-1.63,0.15403822,1.577929067,2.201734915,#NUM!,0.973668049,76G-FAM000703,Thaumi_prot_LH_FAM000421,Y,N,,,,,,,,,,,,8.467869471,0.892347365,-1.824888261,0.068017893
NMAR_RS07225,Nmar_1349,cache domain-containing protein,0.13,0.455367642,38.89885515,50.93299504,5.23,5.658796606,76G-FAM007405,Thaumi_prot_LH_FAM000501,N,Y,,,,,,,,,,,,1436.776576,0.124194651,1.054735402,0.291546356
NMAR_RS07230,Nmar_1350,DUF6659 family protein,-0.15,0.79087678,15.97914195,16.65230924,3.57,4.042780542,76G-FAM003537_0,Thaumi_prot_LH_FAM000040_0,Y,N,,,,,,,,,,,,74.73054747,0.365213331,-0.415259709,0.677951793
NMAR_RS07235,Nmar_1351,hypothetical protein,2.57,4.30E-62,609.8383684,159.7203731,9.19,7.306371671,76G-FAM007651,Thaumi_prot_LH_FAM002101,N,Y,,,,,,,,,,,,2652.319279,0.151918334,16.92706231,2.84E-64
NMAR_RS07240,Nmar_1352,ArsR family transcriptional regulator,1.71,2.83E-59,582.212008,163.6900736,8.97,7.347730443,76G-FAM007384,Thaumi_prot_LH_FAM001538,N,Y,,,,,,,,,,,,3055.795464,0.103715874,16.52815704,2.30E-61
NMAR_RS07245,Nmar_1353,hemerythrin domain-containing protein,2.15,1.42E-43,469.3734793,153.8257973,8.81,7.239448487,76G-FAM007537,Thaumi_prot_LH_FAM001069,Y,Y,,,,,,,,,,,,3117.547891,0.151736546,14.14983089,1.87E-45
NMAR_RS07250,Nmar_1354,multicopper oxidase MCO4,1.88,7.64E-65,7729.802112,2979.582466,12.87,11.52892529,76G-FAM003386,Thaumi_prot_LH_FAM000878,N,N,,,,,,,,,,,,139231.6222,0.108783739,17.30057387,4.66E-67
NMAR_RS07255,0,hypothetical protein,1.45,4.72E-09,146.1873099,77.57445159,7.12,6.207281695,#N/A,Thaumi_prot_LH_FAM006605,#N/A,#N/A,,,,,,,,,,,,457.2234173,0.230278537,6.293988902,3.09E-10
NMAR_RS10040,0,hypothetical protein,1.25,0.016063304,1419.820254,506.7305788,9.67,8.952220613,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,102.1902687,0.435811736,2.871659035,0.004083233
NMAR_RS09805,0,hypothetical protein,1.92,3.62E-24,17235.44666,6366.393737,14.01,12.57882946,#N/A,Thaumi_prot_LH_FAM006606,#N/A,#N/A,,,,,,,,,,,,32724.96695,0.182996645,10.49041068,9.56E-26
NMAR_RS07260,Nmar_1355,hypothetical protein,0.83,5.76E-12,193.4559287,149.2150121,7.52,7.208830062,76G-FAM028485,Thaumi_prot_LH_FAM006607,N,Y,,,,,,,,,,,,2157.087326,0.114201409,7.304512884,2.78E-13
NMAR_RS07265,Nmar_1356,flavodoxin FldA,0.6,0.000145703,331.1396821,307.8388935,8.31,8.251481698,76G-FAM008697,Thaumi_prot_LH_FAM002102,N,Y,,,,,,,,,,,,3171.286523,0.140677275,4.285743226,1.82E-05
NMAR_RS07270,Nmar_1357,nitroreductase family protein,1.35,2.09E-40,335.0989045,183.8562774,8.33,7.509589621,76G-FAM000660_0,Thaumi_prot_LH_FAM001931,N,N,,,,,,,,,,,,3208.677215,0.099209421,13.6216771,2.98E-42
NMAR_RS09810,0,hypothetical protein,1.92,2.02E-13,90.30212184,35.44332907,6.35,5.127364958,#N/A,Thaumi_prot_LH_FAM006608,#N/A,#N/A,,,,,,,,,,,,135.6706826,0.247869759,7.764440229,8.20E-15
NMAR_RS07280,0,DUF1059 domain-containing protein,0.61,0.054259666,38.18368626,35.78088217,5.14,5.14392342,#N/A,Thaumi_prot_LH_FAM000922,#N/A,#N/A,,,,,,,,,,,,111.4485134,0.259229229,2.356007417,0.018472549
NMAR_RS07285,Nmar_1358,MBL fold metallo-hydrolase,0.14,0.398869597,183.8197139,233.7057576,7.5,7.86267739,76G-FAM008572,Thaumi_prot_LH_FAM002025,N,Y,,,,,,,,,,,,5554.53975,0.115996886,1.180602104,0.237760827
NMAR_RS07290,Nmar_1359,winged helix-turn-helix domain-containing protein,0.92,3.38E-06,89.43680417,69.86651009,6.46,6.117711966,76G-FAM008571,Thaumi_prot_LH_FAM001884,N,Y,,,,,,,,,,,,1048.908442,0.178760641,5.120165675,3.05E-07
NMAR_RS07295,Nmar_1360,SIMPL domain-containing protein,0.45,0.001520595,138.0574419,139.1382435,7.06,7.113545907,76G-FAM000289,Thaumi_prot_LH_FAM000607,N,Y,,,,,,,,,,,,1976.620823,0.122375472,3.651061114,0.000261159
NMAR_RS07300,Nmar_1361,hypothetical protein,-0.1,0.919215014,6.700279229,9.856321514,1.93,3.159248762,76G-FAM008552,Thaumi_prot_LH_FAM002103,N,Y,,,,,,,,,,,,36.59336733,0.635513605,-0.158103481,0.874375258
NMAR_RS07305,Nmar_1362,hypothetical protein,1.35,0.552533569,1.975452871,0.815751787,#NUM!,#NUM!,76G-FAM008365,Thaumi_prot_LH_FAM000679,N,Y,,,,,,,,,,,,4.307377487,1.558994879,0.868865888,0.384920489
NMAR_RS07310,Nmar_1363,hypothetical protein,-0.46,0.021028426,15.35955604,29.28004903,3.92,4.863892569,76G-FAM008930,Thaumi_prot_LH_FAM002104,N,Y,,,,,,,,,,,,519.3981666,0.16651239,-2.769762543,0.005609717
NMAR_RS07315,0,hypothetical protein,-1.51,0.008023977,4.170388724,12.26223675,1.24,3.584162491,#N/A,Thaumi_prot_LH_FAM006609,#N/A,#N/A,,,,,,,,,,,,66.95154198,0.481054768,-3.129820907,0.001749129
NMAR_RS07320,Nmar_1364,hypothetical protein,-0.68,0.408653783,3.270745543,6.172920203,1.52,2.432958685,76G-FAM008585,Thaumi_prot_LH_FAM002105,N,Y,,,,,,,,,,,,21.187618,0.590119586,-1.156335334,0.247544021
NMAR_RS07325,Nmar_1365,hypothetical protein,2.26,8.38E-13,12.75782236,3.841780745,3.6,1.843064286,76G-FAM007465,Thaumi_prot_LH_FAM002106,N,Y,,,,,,,,,,,,101.0804798,0.29813045,7.572511236,3.66E-14
NMAR_RS07330,Nmar_1366,methyltransferase domain-containing protein,-0.44,0.332021528,5.769103219,4.278577507,2.13,2.076807613,76G-FAM008082,Thaumi_prot_LH_FAM001537,N,Y,,,,,,,,,,,,61.69415198,0.333404405,-1.333476,0.182375646
NMAR_RS07335,Nmar_1367,hypothetical protein,-0.3,0.170399589,16.61842575,29.79533282,4.01,4.877109421,76G-FAM008083,Thaumi_prot_LH_FAM000108,N,Y,,,,,,,,,,,,511.4869104,0.167357238,-1.769037483,0.07688762
NMAR_RS07340,Nmar_1368,transglutaminase-like domain-containing protein,-0.42,0.426387015,7.128130801,11.07152681,2.48,3.420984538,76G-FAM007511,Thaumi_prot_LH_FAM000109,N,Y,,,,,,,,,,,,71.24452173,0.378803773,-1.11521429,0.264758604
NMAR_RS09815,Nmar_1369,hypothetical protein,-0.51,0.006670149,41.57904107,51.53037364,4.99,5.472967212,76G-FAM008084,Thaumi_prot_LH_FAM000110,N,Y,,,,,,,,,,,,650.4433889,0.159558331,-3.191912882,0.00141334
NMAR_RS07345,Nmar_1370,hypothetical protein,0.12,0.36588839,212.3358274,273.8625049,7.68,8.08539751,76G-FAM008931,Thaumi_prot_LH_FAM002057,N,Y,,,,,,,,,,,,5934.417644,0.096881516,1.251685923,0.210684332
NMAR_RS07350,Nmar_1371,cation transporter,1.46,8.91E-05,9.847107244,7.709741619,3.09,2.941391329,76G-FAM008914,Thaumi_prot_LH_FAM002059,N,Y,,,,,,,,,,,,66.6489679,0.332817075,4.401680892,1.07E-05
NMAR_RS07355,Nmar_1372,metalloregulator ArsR/SmtB family transcription factor,0.19,0.79087678,5.388022544,6.291616423,2.34,2.378135845,76G-FAM000187,Thaumi_prot_LH_FAM002058,N,N,,,,,,,,,,,,33.28517829,0.45595015,0.415687511,0.677638681
NMAR_RS07360,Nmar_1373,hypothetical protein,-0.27,0.610431994,14.38614307,22.95177855,3.61,4.442720985,76G-FAM028486,Thaumi_prot_LH_FAM006610,N,Y,,,,,,,,,,,,96.96762503,0.355444577,-0.755816296,0.449759345
NMAR_RS07365,Nmar_1374,hypothetical protein,-1.63,0.153734354,0.607079304,3.724497341,#NUM!,1.712516351,76G-FAM028487,Thaumi_prot_LH_FAM006611,N,Y,,,,,,,,,,,,10.51415345,0.893644771,-1.827855453,0.067571248
NMAR_RS07370,Nmar_1375,hypothetical protein,0.38,0.64961213,1.236100222,1.13469988,0.3,0.083373419,76G-FAM028488,Thaumi_prot_LH_FAM006612,N,Y,,,,,,,,,,,,20.00022222,0.56327462,0.675918728,0.499092246
NMAR_RS09820,0,hypothetical protein,2.79,0.559875286,0.376159205,0,#NUM!,#NUM!,#N/A,Thaumi_prot_LH_FAM002107,#N/A,#N/A,,,,,,,,,,,,0.510049587,3.270554428,0.853892683,0.393164454
NMAR_RS07375,Nmar_1376,hypothetical protein,0.39,0.386836973,2.826065391,3.191234855,1.48,1.577816391,76G-FAM028489,Thaumi_prot_LH_FAM006613,N,Y,,,,,,,,,,,,74.51514947,0.321792844,1.20651096,0.227620536
NMAR_RS07380,Nmar_1377,tyrosine-type recombinase/integrase,0.21,0.428385469,12.03000654,15.5192101,3.56,3.903672141,76G-FAM008932,Thaumi_prot_LH_FAM000096,N,Y,,,,,,,,,,,,416.8494092,0.189786846,1.108279982,0.267740918
NMAR_RS09825,0,hypothetical protein,-0.71,4.13E-05,146.2135289,325.8978964,7.13,8.318853964,#N/A,Thaumi_prot_LH_FAM000034,#N/A,#N/A,,,,,,,,,,,,702.1113619,0.155281289,-4.583286137,4.58E-06
NMAR_RS07385,Nmar_R0033,tRNA-Ser,1.28,0.036860419,41.78409252,29.14361906,5.25,4.606166927,#N/A,#N/A,#N/A,#N/A,,,,,,,,,,,,64.69872362,0.505988013,2.538141763,0.011144283
